cmdType,cmdSignature,text
text,008 zone 0 (sortie):EV0007:1:11,"In addition to restoring your health 
and competence points in their entirety, 
it is capable of saving your progress 
and sending you to the nothingness."
text,008 zone 0 (sortie):EV0007:1:12,"The nothingness is a place of 
transition outside space itself, 
where you can travel from one point 
to another at the speed of light."
text,008 zone 0 (sortie):EV0007:1:13,"Now I invite you to try it for yourself,
in order to discover regions 
more populous than 
this deserted place."
text,008 zone 0 (sortie):EV0007:1:14,"Open your wings, my dear companion,  
and fly toward the zones ahead  
without hesitation! Your only enemy  
is the fear that will grip you."
text,008 zone 0 (sortie):EV0007:1:16,Okay.
text,008 zone 0 (sortie):EV0007:1:19,"Do not worry, I too travel widely 
across the zones of this world. 
I am certain we will meet again."
text,008 zone 0 (sortie):EV0007:1:20,"Ah, yes—by the by, take this. 
This curiously named item
is the key that will grant you entry 
to Zone 1."
text,008 zone 0 (sortie):EV0007:1:21,"Have I explained that you can, 
at any moment, examine yourself 
and your inventory by pressing \B[3] ?"
text,008 zone 0 (sortie):EV0007:1:24,The Leo Card has been found.
text,008 zone 0 (sortie):téléportchat:3:1,"Go on, I invite you to try 
activating the floating cube behind you. "
item name,8:Abaddon's meat:item,Abaddon's Meat
item description,8:Abaddon's meat:item,Fully restores the team's HP and CC out of combat
text,009 Introduction:EV0001:1:8,"\C[01]Caution - It is possible that certain
scenes in this game may prove shocking to an
unwarned public. Or maybe not...\C[00]"
text,009 Introduction:EV0001:1:17,Your name is \N[5]. Correct?
text,009 Introduction:EV0001:1:18,"Yes,No"
text,009 Introduction:EV0001:1:24,"I'm a boy,I'm a girl,I'd rather not say"
text,009 Introduction:EV0001:1:31,All right.
text,009 Introduction:EV0001:1:32,"Welcome, \N[5]."
text,009 Introduction:EV0001:1:34,"You have been assigned to a being
called ""The Batter."""
text,009 Introduction:EV0001:1:35,"The Batter is on a mission.
Be sure that it's accomplished."
text,009 Introduction:EV0001:1:36,"We will let you both out in Zone 0.
Good luck."
text,009 Introduction:EV0001:1:37,"For more information, find the one called
""The Judge."""
text,009 Introduction:EV0001:1:49,"To move my body, use \B[0] ."
text,009 Introduction:EV0001:1:50,"To interact with the environment, use \B[1] ."
text,010 Zone 1:EV0005:1:1,"Health points and competence 
points completely restored."
text,010 Zone 1:EV0005:1:2,"Save game,Return to the nothingness,Cancel"
text,010 Zone 1:EV0005:1:6,Back to the nothingness?
text,010 Zone 1:EV0005:1:7,"Yes,No"
item description,10:Taurus-orb:item,Increases one character's max HP by 25
item name,10:Taurus-orb:item,Taurus Orb
text,011 Elsen:EV0005:1:2,"Tramway 1 is a very
convenient way to travel
between all the different
regions of Zone 1."
text,011 Elsen:EV0006:1:2,"If you are reading this, then that 
means you have the power of noclip."
text,011 Elsen:EV0006:1:3,"Help Dismal find his fruit cup.
That is all. "
text,011 Elsen:EV0007:1:1,"Please select your
destination..."
text,011 Elsen:EV0007:1:4,"Damien,Pentel,Shachihata,Next page"
text,011 Elsen:EV0007:1:42,"Previous page,Alma,Cancel"
text,011 Elsen:EV0007:1:59,"Damien,Pentel,Shachihata,Cancel"
text,011 Elsen:EV0007:1:94,"Damien,Pentel,Cancel"
text,011 Elsen:EV0007:1:118,"Damien,Cancel"
text,011 Elsen:EV0008:1:1,"Please select your
destination..."
text,011 Elsen:EV0008:1:4,"Damien,Pentel,Shachihata,Next page"
text,011 Elsen:EV0008:1:42,"Previous page,Alma,Cancel"
text,011 Elsen:EV0008:1:59,"Damien,Pentel,Shachihata,Cancel"
text,011 Elsen:EV0008:1:94,"Damien,Pentel,Cancel"
text,011 Elsen:EV0008:1:118,"Damien,Cancel"
item description,11:Libra-orb:item,Increases one character's max CC by 15
item name,11:Libra-orb:item,Libra Orb
item description,12:Scorpio-orb:item,Increases one character's Attack by 4
item name,12:Scorpio-orb:item,Scorpio Orb
text,013 Damien:EV0001:1:2,"Tramway 2 hasn't run 
for a very long time..."
text,013 Damien:EV0002:1:1,"Please select your
destination..."
text,013 Damien:EV0002:1:4,"Elsen,Pentel,Shachihata,Next page"
text,013 Damien:EV0002:1:42,"Previous page,Alma,Cancel"
text,013 Damien:EV0002:1:59,"Elsen,Pentel,Shachihata,Cancel"
text,013 Damien:EV0002:1:94,"Elsen,Pentel,Cancel"
text,013 Damien:EV0002:1:118,"Elsen,Cancel"
text,013 Damien:EV0004:1:1,"Please select your
destination..."
text,013 Damien:EV0004:1:4,"Elsen,Pentel,Shachihata,Next page"
text,013 Damien:EV0004:1:42,"Previous page,Alma,Cancel"
text,013 Damien:EV0004:1:59,"Elsen,Pentel,Shachihata,Cancel"
text,013 Damien:EV0004:1:94,"Elsen,Pentel,Cancel"
text,013 Damien:EV0004:1:118,"Elsen,Cancel"
item name,13:Gemini-orb:item,Gemini Orb
item description,13:Gemini-orb:item,Increases one character's Defense by 4
text,014 explications:EV0002:1:4,"Um... you are here in the smoke mines 
of Damien, in the south of 
Zone Number 1."
text,014 explications:EV0002:1:9,"Here, we send laborers into deep  
tunnels to unearth metal from the ground, 
freeing trapped smoke from the depths."
text,014 explications:EV0002:1:15,"Using various tools, we put
some of it into bottles, which 
the Queen sends to the other zones."
text,014 explications:EV0002:1:21,"The rest of it flows freely and forms 
the air that our lungs inhale and 
exhale... uh... so we can live."
text,014 explications:EV0002:1:27,"It's an essential element...
The first of the four elements."
text,014 explications:EV0002:1:32,"Because without smoke, people
would have nothing to breathe."
item name,14:Capricorn-orb:item,Capricorn Orb
item description,14:Capricorn-orb:item,Increases one character's Esprit by 4
text,015 entrée de la mine:EV0001:1:1,"Access to the smoke mines is 
prohibited for all unauthorized 
personnel. "
text,015 entrée de la mine:EV0002:1:1,"Access to the smoke mines is 
prohibited for all unauthorized 
personnel. "
text,015 entrée de la mine:EV0021:1:2,A Joker has been found.
text,015 entrée de la mine:EV0022:1:2,"There are phantoms down there... 
They keep us from doing our 
jobs properly."
text,015 entrée de la mine:EV0022:1:3,"But this is my break time, anyway."
text,015 entrée de la mine:EV0023:1:2,"What are you doing here? 
Are you one of the mine inspectors?"
text,015 entrée de la mine:EV0025:1:5,Uhm... uh... a visitor?
text,015 entrée de la mine:EV0025:1:7,...
text,015 entrée de la mine:EV0025:1:10,"I...  uhm... Welcome to
the smoke mines."
text,015 entrée de la mine:EV0025:1:11,"Uh... may I ask who you are?
Are you an inspector?"
text,015 entrée de la mine:EV0025:1:13,No. I'm the Batter.
text,015 entrée de la mine:EV0025:1:14,"I've come to exterminate 
the impure spirits."
text,015 entrée de la mine:EV0025:1:17,"The... Batter...
The... impure spirits?"
text,015 entrée de la mine:EV0025:1:18,"Are you some sort of... prophet? 
Maybe a man of faith?"
text,015 entrée de la mine:EV0025:1:20,Yes. Something like that.
text,015 entrée de la mine:EV0025:1:23,I... Who sent you?
text,015 entrée de la mine:EV0025:1:25,"Nobody. I'm being led
by \N[5]."
text,015 entrée de la mine:EV0025:1:29,"Oh, I don't know her. 
She must be part of senior management..."
text,015 entrée de la mine:EV0025:1:32,"Oh, I don't know them. 
They must be part of senior management..."
text,015 entrée de la mine:EV0025:1:34,"Oh, I don't know him. 
He must be part of senior management..."
text,015 entrée de la mine:EV0025:1:37,"In any case that's good. 
That means they approved our requests... 
Come with me, I'll explain 
your assignment..."
text,015 entrée de la mine:EV0026:1:5,Uhm... uh... a visitor?
text,015 entrée de la mine:EV0026:1:7,...
text,015 entrée de la mine:EV0026:1:10,"I...  uhm... Welcome to
the smoke mines."
text,015 entrée de la mine:EV0026:1:11,"Uh... may I ask who you are?
Are you an inspector?"
text,015 entrée de la mine:EV0026:1:13,No. I'm the Batter.
text,015 entrée de la mine:EV0026:1:14,"I've come to exterminate 
the impure spirits."
text,015 entrée de la mine:EV0026:1:17,"The... Batter...
The... impure spirits?"
text,015 entrée de la mine:EV0026:1:18,"Are you some sort of... prophet? 
Maybe a man of faith?"
text,015 entrée de la mine:EV0026:1:20,Yes. Something like that.
text,015 entrée de la mine:EV0026:1:23,I... Who sent you?
text,015 entrée de la mine:EV0026:1:25,"Nobody. I'm being led
by \N[5]."
text,015 entrée de la mine:EV0026:1:29,"Oh, I don't know her. 
She must be part of senior management..."
text,015 entrée de la mine:EV0026:1:32,"Oh, I don't know them. 
They must be part of senior management..."
text,015 entrée de la mine:EV0026:1:34,"Oh, I don't know him. 
He must be part of senior management..."
text,015 entrée de la mine:EV0026:1:37,"In any case that's good. 
That means they approved our requests... 
Come with me, I'll explain 
your assignment..."
text,015 entrée de la mine:reboss:1:2,"Uh... there we are.
And so..."
text,015 entrée de la mine:reboss:1:3,"Well... uh...
how do I put this?"
text,015 entrée de la mine:reboss:1:5,Where are the impure spirits?
text,015 entrée de la mine:reboss:1:8,"Uh... yes, there we go. 
There are many specters 
in the mines, and they are getting 
more and more aggressive."
text,015 entrée de la mine:reboss:1:9,"But uh, in fact, it would  
be better if you didn't go  
there. Because..."
text,015 entrée de la mine:reboss:1:10,"The regulations forbid visitors 
from accessing the smoke mines."
text,015 entrée de la mine:reboss:1:11,"So, uh, here's what we're going to do."
text,015 entrée de la mine:reboss:1:12,"There's an annex in the mines
that nobody ever visits."
text,015 entrée de la mine:reboss:1:13,"But a miner went in there some
time ago..."
text,015 entrée de la mine:reboss:1:14,"He says he saw something strange. 
Nothing like the usual. "
text,015 entrée de la mine:reboss:1:15,"So I thought, maybe that's the 
leader of the specters."
text,015 entrée de la mine:reboss:1:16,"Uh... so, there we are. If you 
accept, you'll go into the annex
and kill the leader of the specters..."
text,015 entrée de la mine:reboss:1:17,"Then the specters will disappear, 
and we can do our jobs again."
text,015 entrée de la mine:reboss:1:18,"There we go, there we, uh...
Do you have any questions?"
text,015 entrée de la mine:reboss:1:20,No.
text,015 entrée de la mine:reboss:1:23,Ah. Great. Impeccable.
text,015 entrée de la mine:reboss:1:24,The tunnel is right down there.
text,015 entrée de la mine:reboss:1:25,And I will wait for you here.
text,015 entrée de la mine:reboss:2:2,"Uh, well, do you understand?  
You go down into the annex  
and kill the leader of the specters."
text,015 entrée de la mine:reboss:2:3,"Then, after you're done, 
we can get back to work."
text,015 entrée de la mine:reboss:2:4,That would be great.
text,015 entrée de la mine:reboss:3:2,"Ah, you've returned! So, have you  
killed the... uh... the  
leader of the specters?"
text,015 entrée de la mine:reboss:3:4,No.
text,015 entrée de la mine:reboss:3:5,It wasn't there.
text,015 entrée de la mine:reboss:3:8,"Oh... oh? Really? 
I... ah, damn. Oh, gosh. 
I... Well, then uh..."
text,015 entrée de la mine:reboss:3:9,"I guess I'll have to let  
you enter the main gorges, 
in that case."
text,015 entrée de la mine:reboss:3:10,"But uhm... 
the regulations prohibit it."
text,015 entrée de la mine:reboss:3:11,"All right, uh... I.... I suppose  
this would be an extraordinary 
case, as defined 
in Paragraph 5."
text,015 entrée de la mine:reboss:3:12,"So, uh... good. 
Well, the primary mines are on the right."
text,015 entrée de la mine:reboss:3:13,There.
text,015 entrée de la mine:reboss:4:2,"Uh... will you find the leader 
of the specters? Well... it would be
great if that were possible... 
Well... yes..."
text,015 entrée de la mine:reboss:4:3,It would be great.
item description,15:Virgo-orb:item,Increases one character's Agility by 1
item name,15:Virgo-orb:item,Virgo Orb
text,016 intérieur:EV0001:1:2,"Soon I'll be promoted. 
I could do surveillance in Alma."
text,016 intérieur:EV0001:1:3,I can't wait for that day to arrive.
text,016 intérieur:EV0003:1:2,A Luck Ticket has been found.
text,017 mine annexe:add-on:1:6,\C[2]Add-On Alpha\C[0] has joined you.
text,017 mine annexe:add-on:1:10,"What an exceptionally intriguing
phenomenon... I must admit that
I remain perplexed by this
unexpected metaphysical reaction."
text,017 mine annexe:add-on:1:11,"Well, then—since it has chosen to 
accompany you, I can only advise you
to make the best possible use of it. "
text,017 mine annexe:add-on:1:13,Okay.
text,017 mine annexe:add-on:1:14,"The leader of the specters isn't 
here?"
text,017 mine annexe:add-on:1:17,"I fear I must respond, with my sincerest 
apologies, in the negative. Save for 
this Add-On, I have not crossed paths
with a single moving soul."
text,017 mine annexe:EV0013:1:6,"Well well, who do we have here?
Is that not \N[5]
and her charming jumping jack, 
the Batter?"
text,017 mine annexe:EV0013:1:9,"Well well, who do we have here?
Is that not \N[5]
and their charming jumping jack, 
the Batter?"
text,017 mine annexe:EV0013:1:11,"Well well, who do we have here?
Is that not \N[5] 
and his charming jumping jack, 
the Batter?"
text,017 mine annexe:EV0013:1:15,Are you the leader of the specters?
text,017 mine annexe:EV0013:1:18,"Aha, no no, certainly not. I am 
only passing through, not unlike 
the smoke which is extracted 
from this pale and metallic place."
text,017 mine annexe:EV0013:1:19,"However, I believe I know where
the one you take for an ectoplasm 
can be found."
text,017 mine annexe:EV0013:1:25,"To tell the truth, I am perplexed.
I believe this is one of those
peculiar things which is called
a Spherical Add-On."
text,017 mine annexe:EV0013:1:26,"I have tried my level best to 
make it my own, but the operation 
has failed most systematically."
text,017 mine annexe:EV0013:1:28,"But I am thinking... perhaps you, 
who are not of the physical order 
of things, could succeed in binding 
this spiritual entity to your own."
text,017 mine annexe:EV0013:2:6,"Well well, who do we have here?
Is that not \N[5] and their
picturesque jumping jack, 
the Batter?"
text,017 mine annexe:EV0013:2:8,"Well well, who do we have here?
Is that not \N[5] and his
picturesque jumping jack, 
the Batter?"
text,017 mine annexe:EV0013:2:11,Are you the leader of the specters?
text,017 mine annexe:EV0013:2:14,"Aha, no no, certainly not. I am 
only passing through, not unlike 
the smoke which is extracted 
from this pale and metallic place."
text,017 mine annexe:EV0013:2:15,"However, I believe I know where
the one you take for an ectoplasm 
can be found."
text,017 mine annexe:EV0013:2:21,"To tell the truth, I am perplexed.
I believe it is one of those
peculiar things which is called
a Spherical Add-On."
text,017 mine annexe:EV0013:2:22,"I have tried to appropriate 
it myself, but the operation 
has failed repeatedly."
text,017 mine annexe:EV0013:2:24,"But I am thinking... perhaps you, 
who are not of the physical order 
of things, could succeed in binding 
this spiritual entity to your own."
text,017 mine annexe:EV0014:1:6,"Well well, who do we have here?
Is that not \N[5]
and her charming jumping jack, 
the Batter?"
text,017 mine annexe:EV0014:1:9,"Well well, who do we have here?
Is that not \N[5]
and their charming jumping jack, 
the Batter?"
text,017 mine annexe:EV0014:1:11,"Well well, who do we have here?
Is that not \N[5] 
and his charming jumping jack, 
the Batter?"
text,017 mine annexe:EV0014:1:15,Are you the leader of the specters?
text,017 mine annexe:EV0014:1:18,"Aha, no no, certainly not. I am 
only passing through, not unlike 
the smoke which is extracted 
from this pale and metallic place."
text,017 mine annexe:EV0014:1:19,"However, I believe I know where
the one you take for an ectoplasm 
can be found."
text,017 mine annexe:EV0014:1:25,"To tell the truth, I am perplexed.
I believe this is one of those
peculiar things which is called
a Spherical Add-On."
